#{"t_start": 1748433463.6199374, "env_id": "None"}
r,l,t
-1191.701929,24,11895.81344
-1189.786008,24,11897.127413
-1190.181682,24,11898.442527
-1190.273217,24,11899.87608
-1191.374199,24,11949.513489
-1189.555226,24,11950.767258
-1189.5479,24,11952.047745
-1189.761165,24,11953.338047
-1190.054018,24,11954.587984
-1190.882983,24,11955.970726
-1190.49561,24,11957.32029
-1193.716242,24,11958.702116
-1189.852554,24,11959.971549
-1190.368301,24,12009.632661
-1192.418646,24,12010.93354
-1191.886529,24,12012.224697
-1192.004424,24,12013.502506
-1189.519056,24,12014.747614
-1190.674854,24,12016.867549
-1190.674854,24,12018.189225
-1190.674854,24,12019.426945
-1190.674854,24,12069.250884
-1190.674854,24,12070.486718
-1192.547603,24,12071.782015
-1190.040759,24,12073.04949
-1193.683818,24,12074.293232
-1189.930305,24,12075.573323
-1193.200323,24,12076.821922
-1191.971355,24,12078.140432
-1193.278566,24,12079.37201
-1190.570692,24,12129.458832
-1191.095767,24,12130.884264
-1190.389401,24,12132.155302
-1191.527435,24,12133.453979
-1192.390313,24,12134.72578
-1191.179983,24,12136.020814
-1192.062602,24,12137.332743
-1191.408667,24,12138.74887
-1189.730457,24,12140.082975
-1190.769553,24,12189.510533
-1191.474505,24,12190.795877
-1193.216382,24,12192.050888
-1192.567326,24,12193.328664
-1191.811438,24,12194.571293
-1189.762987,24,12195.844273
-1190.910177,24,12197.106817
-1189.965699,24,12198.400644
-1189.601906,24,12199.638065
-1189.861601,24,12249.523078
-1191.031879,24,12250.807557
-1190.284521,24,12252.056724
-1189.484674,24,12253.443669
-1191.891951,24,12254.685329
-1190.741807,24,12255.943955
-1189.89548,24,12257.200729
-1189.705248,24,12258.504743
-1191.893267,24,12259.742621
-1189.928275,24,12309.599459
-1193.085505,24,12310.871723
-1192.996043,24,12312.115089
-1191.434665,24,12313.388371
-1191.539961,24,12314.638639
-1190.499758,24,12315.921741
-1192.2569,24,12317.199166
-1190.674854,24,12319.306591
-1190.674854,24,12369.244335
-1190.674854,24,12370.477121
-1190.674854,24,12371.762482
-1190.674854,24,12373.011318
-1193.842089,24,12374.272854
-1191.538287,24,12375.555779
-1190.084403,24,12376.987137
-1191.771123,24,12378.308914
-1190.856984,24,12379.574946
-1189.754841,24,12429.342774
-1189.700707,24,12430.598965
-1189.773582,24,12431.897208
-1191.554573,24,12433.18399
-1190.618561,24,12434.513149
-1190.968168,24,12435.831766
-1189.931361,24,12437.176878
-1191.788282,24,12438.671743
-1189.843352,24,12439.987851
-1190.459221,24,12461.093693
-1190.510706,24,20887.509863
-1191.800966,24,20895.559381
-1192.477227,24,20899.479437
-1190.510479,24,20901.241066
-1193.174485,24,20903.969698
-1191.27908,24,20907.632674
-1189.732383,24,20909.187287
-1189.703324,24,20912.813549
-1192.295613,24,20914.695895
-1189.924055,24,20917.193652
-1189.692655,24,20920.217688
-1192.289413,24,20925.439292
-1189.494617,24,20928.941007
-1191.059599,24,20931.043494
-1190.10022,24,20932.931952
-1189.793051,24,20935.117115
-1191.36374,24,20937.245117
-1190.385162,24,20939.763148
-1191.055029,24,20942.071692
-1191.724397,24,20944.069769
-1189.718635,24,20945.611896
-1190.646517,24,20946.988054
-1191.958744,24,20948.466443
-1192.49753,24,20949.953353
-1189.405982,24,20951.39678
-1190.205341,24,20952.856215
-1190.322772,24,20955.176001
-1190.322772,24,20958.261407
-1190.322772,24,20959.704289
-1190.322772,24,20961.214041
-1190.322772,24,20962.814506
-1191.243465,24,20965.59259
-1192.419473,24,20968.031025
-1189.823927,24,20969.69547
-1194.03312,24,20971.306912
-1191.391198,24,20972.840529
-1191.177364,24,20975.220897
-1191.151706,24,20977.049841
-1192.269158,24,20978.70715
-1190.986585,24,20980.1298
-1189.859831,24,20981.587111
-1190.881284,24,20983.023715
-1189.686025,24,20984.439832
-1190.393963,24,20985.829972
-1189.541647,24,20987.199649
-1189.925936,24,20988.567832
-1191.257294,24,20989.953027
-1189.687791,24,20991.524604
-1189.784361,24,20992.921965
-1190.29834,24,20994.259695
-1190.546284,24,20995.612813
-1191.591447,24,20996.939393
-1191.635723,24,20998.299744
-1190.136572,24,20999.651082
-1191.37781,24,21000.982488
-1191.334273,24,21002.347619
-1189.496822,24,21003.675646
-1191.791182,24,21005.169892
-1190.176228,24,21006.712776
-1192.171197,24,21008.060693
-1189.405726,24,21009.463058
-1189.485225,24,21010.915464
-1191.146123,24,21012.224184
-1191.485602,24,21013.633236
-1190.034772,24,21014.975438
-1189.866892,24,21016.316134
-1189.796669,24,21017.729464
-1189.997384,24,21019.059756
-1190.584248,24,21020.554384
-1190.100744,24,21021.904724
-1193.404103,24,21023.327664
-1192.146376,24,21024.690133
-1190.322772,24,21026.929862
-1190.322772,24,21028.273171
-1190.322772,24,21029.633708
-1190.322772,24,21031.004243
-1190.322772,24,21032.319305
-1191.373552,24,21033.703718
-1190.247564,24,21035.032428
-1190.68287,24,21036.395127
-1189.578613,24,21037.753763
-1194.904401,24,21039.064235
-1190.915899,24,21040.446183
-1190.131594,24,21041.778492
-1191.354216,24,21043.133794
-1191.57342,24,21044.511985
-1190.676457,24,21045.830003
-1191.690649,24,21047.303365
-1190.824519,24,21048.716923
-1191.60771,24,21050.074448
-1190.667141,24,21051.431575
-1191.955343,24,21052.764515
-1189.798729,24,21054.140548
-1193.044509,24,21055.495723
-1189.84903,24,21056.824098
-1190.195485,24,21058.192903
-1189.266089,24,21059.528495
-1193.837422,24,21060.864642
-1189.862103,24,21062.357307
-1191.856798,24,21065.730032
-1191.457299,24,21067.383593
-1191.880814,24,21069.443208
-1189.466255,24,21071.420142
-1192.353265,24,21072.846776
-1190.34433,24,21074.36394
-1190.912447,24,21076.229996
-1189.928555,24,21077.824903
-1190.884369,24,21079.209446
-1189.902697,24,21080.74962
-1189.804822,24,21082.108757
-1192.026034,24,21083.511907
-1190.660331,24,21085.081268
-1190.145943,24,21086.714097
-1189.833917,24,21088.469105
-1193.631011,24,21090.472591
-1191.512667,24,21092.0797
-1190.017892,24,21093.714129
-1190.607814,24,21095.233384
-1190.452937,24,21098.090554
-1190.452937,24,21099.766958
-1190.452937,24,21101.54304
-1190.452937,24,21103.185839
-1190.452937,24,21104.956755
-1189.471266,24,21106.989934
-1191.690506,24,21109.033391
-1190.246538,24,21110.74001
-1192.008833,24,21112.395391
-1190.699698,24,21114.613456
-1191.83965,24,21116.317771
-1191.813338,24,21118.609176
-1191.876925,24,21120.805508
-1191.076651,24,21123.085965
-1190.875636,24,21125.017933
-1191.248253,24,21126.569016
-1190.203502,24,21128.131582
-1192.233464,24,21129.641257
-1190.160471,24,21131.33807
-1192.075454,24,21132.911419
-1190.348842,24,21134.367713
-1190.357998,24,21135.70874
-1193.173205,24,21137.219193
-1190.294727,24,21138.618193
-1193.277774,24,21140.057179
-1189.802346,24,21141.509126
-1189.666649,24,21142.901461
-1190.257124,24,21144.302872
-1193.373805,24,21145.75371
-1189.593742,24,21147.09118
-1189.891688,24,21148.653177
-1191.069988,24,21150.114579
-1191.043854,24,21151.569587
-1189.312943,24,21152.997907
-1190.740011,24,21154.462035
-1190.879096,24,21155.899721
-1190.69054,24,21157.303968
-1190.024024,24,21158.761876
-1191.781896,24,21160.125566
-1191.22748,24,21161.513417
-1192.241092,24,21162.939386
-1189.539891,24,21164.652851
-1190.882658,24,21166.207294
-1190.707649,24,21167.665004
-1189.664587,24,21169.078852
-1190.355695,24,21170.731954
-1190.452937,24,21173.222922
-1190.452937,24,21174.748844
-1190.452937,24,21176.32917
-1190.452937,24,21177.73078
-1190.452937,24,21179.305561
-1189.746081,24,21180.707248
-1189.936877,24,21182.123371
-1189.593604,24,21183.612776
-1190.678203,24,21185.013295
-1190.429971,24,21186.527737
-1190.563241,24,21188.673086
-1189.81628,24,21190.530757
-1190.065398,24,21192.03554
-1194.067615,24,21193.477601
-1190.378879,24,21194.944867
-1190.349873,24,21196.398275
-1190.401797,24,21197.979458
-1189.743725,24,21199.51387
-1190.090377,24,21200.920031
-1190.532526,24,21202.358745
-1191.087677,24,21203.853218
-1192.491145,24,21205.241705
-1190.005369,24,21206.685355
-1191.737544,24,21208.135153
-1189.803158,24,21209.664908
-1190.159384,24,21211.212858
-1191.361417,24,21212.696883
-1191.287385,24,21214.379056
-1190.459928,24,21215.848071
-1191.476605,24,21219.373335
-1191.124048,24,21220.744612
-1192.759746,24,21222.190774
-1191.191087,24,21224.237386
-1190.020387,24,21226.383059
-1189.633835,24,21228.358024
-1190.016168,24,21230.385247
-1191.909622,24,21232.050745
-1191.68639,24,21233.536421
-1193.746587,24,21235.501562
-1192.917497,24,21236.949233
-1191.266869,24,21238.340034
-1189.882287,24,21239.834898
-1191.2166,24,21241.255591
-1189.409582,24,21242.635297
-1189.484691,24,21244.201544
-1191.056594,24,21245.560308
-1190.937859,24,21247.858738
-1190.937859,24,21249.307058
-1190.937859,24,21250.746366
-1190.937859,24,21252.118033
-1190.937859,24,21253.568824
-1190.548988,24,21255.005366
-1191.849655,24,21256.432064
-1191.895999,24,21257.870417
-1189.748424,24,21259.283611
-1189.639334,24,21260.702948
-1191.069874,24,21262.092857
-1190.107462,24,21263.445044
-1193.497761,24,21264.876549
-1190.87974,24,21266.287236
-1192.909507,24,21267.647094
-1191.6564,24,21269.064757
-1192.910695,24,21270.471163
-1189.516866,24,21271.901559
-1191.383634,24,21273.43431
-1190.35988,24,21274.84354
-1193.694357,24,21276.261369
-1191.697338,24,21277.656716
-1191.700361,24,21279.029773
-1193.851528,24,21280.434697
-1191.088108,24,21281.824837
-1191.975071,24,21283.222532
-1190.390848,24,21284.61036
-1191.18087,24,21285.987789
-1189.984098,24,21287.392798
-1191.788897,24,21288.79455
-1190.749378,24,21290.186967
-1190.819181,24,21291.840066
-1191.564862,24,21293.451268
-1191.118813,24,21294.843857
-1190.492375,24,21296.23568
-1190.606819,24,21297.617397
-1191.696543,24,21298.959648
-1190.747726,24,21300.386545
-1190.731948,24,21301.891704
-1190.913313,24,21303.28476
-1190.311289,24,21304.725673
-1192.705844,24,21306.084292
-1190.226385,24,21307.474202
-1190.23861,24,21308.870856
-1191.13906,24,21310.2438
-1193.284806,24,21311.696549
-1190.937859,24,21313.96162
-1190.937859,24,21315.323269
-1190.937859,24,21316.685883
-1190.937859,24,21318.103271
-1190.937859,24,21319.45342
-1191.735719,24,21320.859757
-1189.847542,24,21322.244836
-1191.353135,24,21323.603073
-1189.661326,24,21324.990586
-1191.900085,24,21326.331251
-1190.779857,24,21327.695944
-1189.709949,24,21329.101532
-1190.427549,24,21330.57951
-1192.372585,24,21331.987246
-1190.258516,24,21333.418786
-1191.970925,24,21334.797949
-1191.804804,24,21336.176615
-1192.481345,24,21337.53451
-1191.776128,24,21338.923128
-1191.890467,24,21340.309669
-1191.887681,24,21341.657164
-1190.099279,24,21343.050343
-1190.919141,24,21344.409173
-1191.103575,24,21345.779889
-1190.37748,24,21347.162508
-1193.049989,24,21348.540004
-1191.938416,24,21349.949745
-1190.670464,24,21351.37899
-1191.093093,24,21352.736251
-1189.747416,24,21354.116306
-1191.128126,24,21355.48116
-1193.522628,24,21358.268687
-1189.625422,24,21359.719385
-1192.664379,24,21361.114926
-1193.000142,24,21362.487222
-1191.313289,24,21363.834821
-1193.247512,24,21365.309885
-1190.992184,24,21366.673972
-1192.856801,24,21368.063558
-1192.485805,24,21369.480575
-1192.966849,24,21370.836978
-1192.864391,24,21372.260513
-1193.582523,24,21373.65197
-1192.135683,24,21374.987085
-1191.484544,24,21376.397178
-1190.216696,24,21377.775761
-1191.342136,24,21380.068103
-1191.342136,24,21381.420589
-1191.342136,24,21382.79312
-1191.342136,24,21384.13625
-1191.342136,24,21385.522671
-1190.180878,24,21386.898525
-1189.987104,24,21388.352015
-1192.005818,24,21389.762216
-1190.920064,24,21391.130328
-1192.910707,24,21392.508987
-1190.980608,24,21393.913928
-1189.827491,24,21395.286614
-1192.344062,24,21396.65769
-1192.227106,24,21398.047069
-1189.925744,24,21399.615645
-1191.535562,24,21401.459305
-1192.262767,24,21403.260745
-1191.502438,24,21405.054617
-1192.567686,24,21406.886192
-1191.69576,24,21408.518312
-1193.760907,24,21410.14115
-1191.331218,24,21411.639129
-1194.515364,24,21413.06395
-1190.80438,24,21414.460615
-1191.847297,24,21415.835762
-1190.849799,24,21417.667288
-1191.483743,24,21419.178068
-1191.729249,24,21420.889306
-1191.031495,24,21422.673574
-1193.760591,24,21424.509009
-1193.719378,24,21426.016297
-1191.079835,24,21427.475228
-1190.573723,24,21428.915508
-1189.592613,24,21430.616193
-1191.733108,24,21432.425031
-1190.609659,24,21433.918884
-1191.161552,24,21435.328607
-1190.780579,24,21436.840232
-1190.469116,24,21438.360296
-1193.091148,24,21439.835989
-1189.767043,24,21441.34202
-1190.654876,24,21442.799175
-1192.530109,24,21444.240683
-1192.898286,24,21445.63726
-1190.423042,24,21447.140591
-1191.732486,24,21448.559814
-1191.342136,24,21451.116094
-1191.342136,24,21452.766348
-1191.342136,24,21454.136364
-1191.342136,24,21455.549681
-1191.342136,24,21456.976267
-1190.016284,24,21458.423094
-1191.235794,24,21459.884686
-1190.864106,24,21461.3547
-1190.97692,24,21462.754177
-1192.310258,24,21464.199636
-1190.235167,24,21466.193411
-1191.88328,24,21467.924332
-1191.63024,24,21469.450642
-1192.196086,24,21471.03739
-1191.97149,24,21472.752511
-1193.05081,24,21474.258758
-1190.700695,24,21475.8262
-1192.925685,24,21477.685995
-1190.416367,24,21479.191231
-1190.152618,24,21480.667085
-1191.767344,24,21482.446766
-1190.885469,24,21484.100328
-1194.032165,24,21485.58816
-1192.693108,24,21487.063828
-1189.720781,24,21488.683327
-1193.297369,24,21490.184561
-1191.902992,24,21491.918366
-1190.571051,24,21493.711954
-1192.798745,24,21495.296069
-1190.506018,24,21496.871186
-1191.233245,24,21498.812826
-1192.842321,24,21500.671552
-1191.679402,24,21502.258951
-1192.830322,24,21505.518593
-1192.384404,24,21506.990576
-1192.591384,24,21508.337302
-1190.599505,24,21509.903249
-1193.153607,24,21511.496705
-1192.086346,24,21512.935172
-1192.93343,24,21514.356608
-1191.840869,24,21515.812587
-1192.023398,24,21517.518913
-1194.876055,24,21519.099767
-1190.441084,24,21520.539908
-1191.222347,24,21521.9091
-1191.84007,24,21523.385434
-1191.40799,24,21525.751122
-1191.40799,24,21527.145291
-1191.40799,24,21528.526881
-1191.40799,24,21530.022321
-1191.40799,24,21531.40803
-1191.721639,24,21532.783712
-1189.835877,24,21534.171462
-1192.613589,24,21535.604941
-1191.586678,24,21537.114999
-1191.75527,24,21538.57626
-1190.003342,24,21539.98585
-1192.195154,24,21541.376754
-1191.539235,24,21542.768122
-1192.190162,24,21544.132319
-1193.339723,24,21545.534554
-1192.480653,24,21547.090839
-1190.985241,24,21548.436187
-1191.173935,24,21549.830234
-1192.845569,24,21551.201045
-1189.749585,24,21552.562806
-1192.142204,24,21553.945788
-1190.718999,24,21555.34572
-1191.545417,24,21556.764206
-1190.659928,24,21558.136514
-1190.294736,24,21559.527055
-1190.030815,24,21560.939023
-1191.010727,24,21562.369263
-1191.415279,24,21563.745974
-1191.103208,24,21565.13397
-1191.520299,24,21566.468067
-1191.592109,24,21567.83361
-1189.989961,24,21569.311783
-1194.257972,24,21570.669183
-1189.89617,24,21572.122569
-1191.715957,24,21573.685016
-1191.66388,24,21575.89101
-1190.933148,24,21577.329424
-1189.559978,24,21578.868444
-1190.739757,24,21580.53503
-1191.944502,24,21581.941974
-1193.139898,24,21583.499141
-1189.888408,24,21585.154657
-1190.862154,24,21586.789181
-1190.826226,24,21588.552506
-1189.660201,24,21590.434376
-1192.594167,24,21592.086335
-1191.40799,24,21594.443696
-1191.40799,24,21596.069885
-1191.40799,24,21597.579376
-1191.40799,24,21599.051051
-1191.40799,24,21600.392773
-1189.67351,24,21601.73943
-1191.663421,24,21603.157177
-1190.59623,24,21604.553194
-1194.773804,24,21606.059959
-1190.557324,24,21607.42668
-1190.535747,24,21608.803095
-1193.120417,24,21610.194578
-1191.616387,24,21611.6152
-1192.316665,24,21613.047073
-1189.969775,24,21614.452663
-1189.469649,24,21615.773875
-1191.006244,24,21617.195906
-1192.926964,24,21618.591858
-1192.215256,24,21619.940335
-1191.982556,24,21621.358695
-1189.710034,24,21622.698797
-1192.369693,24,21624.037079
-1191.270529,24,21625.409416
-1192.285461,24,21626.79564
-1192.419341,24,21628.147635
-1191.418684,24,21629.524511
-1192.172092,24,21630.869414
-1190.032262,24,21632.263602
-1190.616363,24,21633.865304
-1191.976198,24,21635.402931
-1192.08724,24,21636.898417
-1190.318198,24,21638.390753
-1190.910919,24,21639.801636
-1191.744527,24,21641.330083
-1189.538745,24,21642.786365
-1191.713457,24,21645.629555
-1189.892727,24,21648.336303
-1193.521419,24,21649.702624
-1192.377729,24,21651.028376
-1193.398309,24,21652.358719
-1190.84205,24,21653.628232
-1192.675392,24,21655.140964
-1193.595704,24,21656.522675
-1189.607818,24,21657.890763
-1191.035576,24,21659.457588
-1190.868386,24,21660.867755
-1191.912912,24,21662.99341
-1191.912912,24,21664.272535
-1191.912912,24,21665.579104
-1191.912912,24,21666.95227
-1191.912912,24,21668.270266
-1191.326513,24,21669.555215
-1191.805797,24,21670.866074
-1191.621313,24,21672.224042
-1192.979052,24,21673.60053
-1192.16055,24,21675.006145
-1190.752914,24,21676.294991
-1193.033146,24,21677.634088
-1193.62998,24,21678.912297
-1191.779005,24,21680.221038
-1191.785903,24,21681.749523
-1191.550136,24,21683.114245
-1190.853561,24,21684.477477
-1193.809778,24,21685.776398
-1191.015098,24,21687.039593
-1192.551911,24,21688.315041
-1191.73446,24,21689.585146
-1191.45808,24,21690.896963
-1191.275442,24,21692.1906
-1191.237898,24,21693.626824
-1193.53938,24,21694.93038
-1189.791991,24,21696.202526
-1193.122965,24,21697.493141
-1190.891163,24,21698.75342
-1191.690545,24,21700.054272
-1192.063519,24,21701.390736
-1191.82585,24,21702.667606
-1191.612333,24,21703.988375
-1191.791242,24,21705.262346
-1192.036613,24,21729.021426
-1193.402316,24,21730.476795
-1191.256576,24,21731.772328
-1194.188629,24,21733.211784
-1191.071034,24,21734.697973
-1190.811583,24,21736.132542
-1190.601049,24,21737.693927
-1192.782332,24,21739.205202
-1191.074339,24,21740.496222
-1191.05463,24,21789.113505
-1192.056196,24,21791.434165
-1191.801866,24,21792.893571
-1191.703228,24,21794.4946
-1191.912912,24,21797.245188
-1191.912912,24,21798.901841
-1191.912912,24,21800.540678
-1191.912912,24,21802.037824
-1191.912912,24,21803.317548
-1191.653733,24,21850.100503
-1193.056262,24,21851.411304
-1191.74606,24,21852.717606
-1190.041622,24,21854.032015
-1189.939297,24,21855.375984
-1191.378405,24,21856.717494
-1190.730016,24,21858.008538
-1192.419398,24,21859.243671
-1193.818634,24,21860.531809
-1192.48295,24,21910.105021
-1191.64603,24,21911.382172
-1192.73543,24,21912.649405
-1191.620777,24,21914.13179
-1192.898892,24,21915.392796
-1191.863416,24,21916.690017
-1191.60313,24,21917.98441
-1193.038017,24,21919.219036
-1193.090827,24,21920.486443
-1190.422268,24,21970.195695
-1190.48388,24,21971.48131
-1190.088689,24,21972.75034
-1192.074458,24,21974.073805
-1192.180563,24,21975.318184
-1193.204341,24,21976.626175
-1194.788486,24,21977.90864
-1191.860001,24,21979.164618
-1190.536507,24,21980.449231
-1192.554039,24,22030.210754
-1192.813011,24,22031.493602
-1194.407274,24,22032.745175
-1192.944019,24,22034.092894
-1191.742891,24,22035.358
-1194.433937,24,22037.989078
-1194.870031,24,22039.364122
-1192.378048,24,22040.648557
-1191.370735,24,22089.039605
-1192.432347,24,22090.307493
-1193.339774,24,22091.591626
-1193.434871,24,22092.834985
-1192.062849,24,22094.164932
-1192.494542,24,22095.483296
-1192.162966,24,22097.656193
-1192.162966,24,22099.076452
-1192.162966,24,22100.37923
-1192.162966,24,22149.974825
-1192.162966,24,22151.248291
-1192.591323,24,22152.518919
-1192.983797,24,22153.838264
-1192.774674,24,22155.106643
-1194.116854,24,22156.396762
-1191.196826,24,22157.66383
-1194.318311,24,22158.935265
-1192.683006,24,22160.186972
-1193.354552,24,22210.239277
-1192.940022,24,22211.520143
-1190.106034,24,22212.781123
-1190.515751,24,22214.090306
-1191.904753,24,22215.352412
-1192.339701,24,22216.641174
-1191.788332,24,22217.904194
-1191.765611,24,22219.162097
-1192.533917,24,22220.455058
-1190.697091,24,22270.259406
-1192.252918,24,22271.527436
-1193.95104,24,22272.784451
-1193.850199,24,22274.117894
-1191.149746,24,22275.390886
-1193.91374,24,22276.717921
-1194.936555,24,22277.957635
-1191.385004,24,22279.224286
-1190.957873,24,22329.026701
-1190.931263,24,22330.369862
-1193.689021,24,22331.63953
-1190.294353,24,22333.037222
-1191.006142,24,22334.376978
-1191.864098,24,22335.643423
-1192.274994,24,22336.95254
-1193.812652,24,22338.234049
-1193.53068,24,22339.539738
-1192.199825,24,22389.052485
-1191.64431,24,22390.369805
-1192.366994,24,22391.632804
-1191.357766,24,22392.906964
-1193.329083,24,22394.227091
-1193.109102,24,22395.487215
-1191.348385,24,22396.802855
-1191.195168,24,22398.057387
-1192.162966,24,22400.292254
-1192.162966,24,22450.005098
-1192.162966,24,22451.241989
-1192.162966,24,22452.522074
-1192.162966,24,22453.767653
-1192.412368,24,22455.203925
-1193.897341,24,22456.512452
-1193.034588,24,22457.772447
-1190.94165,24,22459.051504
-1193.847181,24,22460.30132
-1192.151654,24,22510.155296
-1193.680942,24,22511.404516
-1192.090395,24,22512.688353
-1192.798292,24,22513.970914
-1190.202333,24,22515.281321
-1191.026218,24,22516.570532
-1191.363749,24,22517.827477
-1191.280591,24,22519.121185
-1193.054944,24,22520.371599
-1192.254656,24,22570.131494
-1190.108626,24,22571.383335
-1193.980932,24,22572.641556
-1190.764453,24,22573.88794
-1192.256274,24,22575.207731
-1193.412473,24,22576.491446
-1193.171639,24,22577.746211
-1193.543599,24,22579.147866
-1191.358239,24,22580.374852
-1190.915424,24,22630.257069
-1193.590353,24,22631.498964
-1192.393008,24,22632.767409
-1191.652095,24,22634.067787
-1191.229946,24,22635.386846
-1194.370462,24,22636.93388
-1191.394096,24,22638.366191
-1192.850419,24,22639.748005
-1192.629374,24,22689.041983
-1191.598807,24,22690.519834
-1191.279117,24,22691.873021
-1194.155563,24,22695.170274
-1192.411594,24,22696.48988
-1190.613144,24,22697.832069
-1189.715131,24,22699.19657
-1190.475348,24,22700.47999
-1192.820657,24,22701.795131
-1190.789763,24,22749.496299
-1191.798977,24,22751.833887
-1191.798977,24,22753.344872
-1191.798977,24,22754.627993
-1191.798977,24,22756.257191
-1191.798977,24,22757.659494
-1190.661369,24,22759.239834
-1192.759473,24,22760.523557
-1191.296411,24,22761.92807
-1190.367616,24,22810.238826
-1191.358916,24,22811.705751
-1194.023323,24,22813.173656
-1193.357219,24,22814.549189
-1192.041759,24,22816.047351
-1191.219872,24,22817.456634
-1192.987506,24,22818.892952
-1191.576873,24,22820.480515
-1190.591145,24,22822.276218
-1190.061345,24,22870.313594
-1192.802226,24,22871.849561
-1191.580178,24,22874.521457
-1192.201022,24,22876.196964
-1190.493826,24,22877.762678
-1193.660737,24,22879.073378
-1191.416114,24,22880.367287
-1192.734854,24,22881.751906
-1191.509663,24,22883.045537
-1191.036328,24,22930.215683
-1191.977847,24,22931.486896
-1191.758143,24,22932.736975
-1191.844267,24,22934.020557
-1190.586544,24,22935.281061
-1190.91168,24,22936.585938
-1193.099778,24,22937.890836
-1191.57838,24,22939.202848
-1193.126834,24,22989.117229
-1190.927595,24,22990.500869
-1190.795346,24,22991.815955
-1193.273069,24,22993.109098
-1190.560836,24,22994.387901
-1193.303956,24,22995.658921
-1191.301137,24,22998.096306
-1191.65382,24,22999.442939
-1190.205913,24,23000.851019
-1191.374665,24,23049.153162
-1192.853523,24,23050.426702
-1191.431076,24,23051.693709
-1191.798977,24,23053.819969
-1191.798977,24,23055.063761
-1191.798977,24,23056.386745
-1191.798977,24,23057.648921
-1191.798977,24,23058.907839
-1192.783701,24,23060.176574
-1193.309475,24,23110.08942
-1192.092232,24,23111.342013
-1191.533763,24,23112.604917
-1192.511347,24,23113.888186
-1191.277886,24,23115.131639
-1193.058454,24,23116.452966
-1193.714173,24,23117.717693
-1191.259843,24,23118.996511
-1193.743673,24,23120.391061
-1191.881292,24,23170.148125
-1192.143896,24,23171.425954
-1192.122176,24,23172.709547
-1191.003346,24,23173.993273
-1191.851827,24,23175.232503
-1192.162157,24,23176.564441
-1191.631099,24,23177.848955
-1191.143665,24,23179.130026
-1192.416755,24,23180.37959
-1192.806393,24,23230.241178
-1190.606381,24,23231.485635
-1193.945613,24,23232.75865
-1190.577916,24,23234.029677
-1192.095176,24,23235.272763
-1193.594285,24,23236.595637
-1190.898641,24,23237.865792
-1191.612987,24,23239.139221
-1189.94569,24,23240.402269
-1193.898435,24,23290.255513
-1190.833284,24,23291.664985
-1192.234331,24,23292.920771
-1192.782106,24,23294.201174
-1191.408677,24,23295.43765
-1190.53011,24,23296.761722
-1190.040553,24,23298.033349
-1193.184969,24,23299.341404
-1192.977651,24,23349.0877
-1192.044218,24,23350.371549
-1191.422006,24,23351.622728
-1193.6527,24,23352.909364
-1192.266369,24,23354.16997
-1192.076081,24,23356.291029
-1192.076081,24,23357.614193
-1192.076081,24,23358.878353
-1192.076081,24,23360.109326
-1192.076081,24,23410.028328
-1192.537882,24,23411.29106
-1190.423124,24,23412.569319
-1194.561117,24,23413.815143
-1193.751001,24,23415.22003
-1191.613353,24,23416.490075
-1191.990025,24,23417.924207
-1191.077902,24,23419.227309
-1192.077034,24,23420.563657
-1192.835505,24,23470.208387
-1190.871999,24,23471.465589
-1191.626578,24,23472.742766
-1192.127131,24,23473.989249
-1192.846224,24,23475.27359
-1191.586155,24,23476.579463
-1192.746181,24,23477.885976
-1192.259065,24,23479.144575
-1191.601539,24,23480.391985
-1190.704752,24,23530.26864
-1192.973115,24,23531.516671
-1192.626901,24,23532.785155
-1191.581537,24,23534.019152
-1192.839661,24,23535.304497
-1191.088423,24,23536.592323
-1191.657072,24,23538.220006
-1192.151253,24,23539.54948
-1189.513631,24,23589.052506
-1192.052342,24,23590.385
-1191.996107,24,23591.626602
-1190.000799,24,23592.891387
-1191.245685,24,23594.151125
-1192.7324,24,23595.437391
-1194.320128,24,23596.7307
-1192.605903,24,23598.02055
-1193.155439,24,23599.313596
-1192.788293,24,23649.07888
-1189.943012,24,23650.38921
-1191.763699,24,23651.65284
-1193.519028,24,23652.939885
-1190.891746,24,23654.194297
-1190.615802,24,23655.462456
-1193.770925,24,23656.764075
-1192.076081,24,23658.933286
-1192.076081,24,23660.27911
-1192.076081,24,23710.027837
-1192.076081,24,23711.297269
-1192.076081,24,23712.551124
-1194.083626,24,23713.796315
-1190.364524,24,23715.066179
-1191.508965,24,23716.317639
-1194.436188,24,23717.622699
-1190.607216,24,23718.8945
-1192.255521,24,23720.143854
-1191.432263,24,23770.090679
-1194.243365,24,23771.354341
-1194.708248,24,23772.63658
-1193.2767,24,23773.90406
-1192.923365,24,23775.192975
-1191.974288,24,23776.451789
-1192.163006,24,23777.779741
-1190.296307,24,23779.070574
-1192.713628,24,23780.304996
-1191.410405,24,23830.160763
-1192.250751,24,23831.424702
-1194.429431,24,23832.809109
-1193.770473,24,23834.051641
-1194.112902,24,23835.339384
-1192.945074,24,23836.601785
-1190.455251,24,23837.873698
-1191.631225,24,23839.182369
-1193.045698,24,23840.423871
-1191.703209,24,23890.237502
-1192.621177,24,23891.508785
-1190.961284,24,23892.79405
-1192.67242,24,23894.044094
-1189.929387,24,23895.338499
-1193.230643,24,23896.607067
-1193.083887,24,23897.899475
-1192.478198,24,23899.267702
-1191.97575,24,23949.040526
-1192.247357,24,23950.337448
